admin4Name_en,admin4Name_si,admin4Pcode,risk_level,patients,population
Nalagama West,නලගම බටහිර,LK3333210,233.429366,1167.14683,14005.76196
Nalagasdeniya,නලාගස්දෙණිය,LK3136230,233.4560623,1167.280311,14007.36374
Nalanda,නාලන්ද,LK2209200,233.4827586,1167.413793,14008.96552
Nalapaha,නාලපහ,LK1215065,233.5094549,1167.547275,14010.5673
Nalawalana,නාලවලාන,LK6178345,233.5361513,1167.680756,14012.16908
Nalawana,නලවන,LK3221035,233.5628476,1167.814238,14013.77086
Nalla,නාල්ල,LK1212005,233.5895439,1167.94772,14015.37264
Nallachchiya,නල්ලච්චිය,LK6106245,233.6162403,1168.081201,14016.97442
Nallachchiya,නල්ලච්චිය,LK7145070,233.6429366,1168.214683,14018.5762
Nalladarankattuwa,නල්ලදරන්කට්ටුව,LK6230070,233.6696329,1168.348165,14020.17798
Nallamudawa,නල්ලමුදාව,LK7148110,233.6963293,1168.481646,14021.77976
Nallandaluwa,නල්ලන්දළුව,LK6218040,233.7230256,1168.615128,14023.38154
Nalloor,නල්ලුර්,LK5327125,233.7497219,1168.74861,14024.98331
Nallooruwa,නල්ලූරුව,LK1303275,233.7764182,1168.882091,14026.58509
Nallooruwa North,නල්ලූරුව උතුර,LK1303270,233.8031146,1169.015573,14028.18687
Nallur,නල්ලූර්,LK4512075,233.8298109,1169.149055,14029.78865
Nallur North,නල්ලූර් උතුර,LK4133090,233.8565072,1169.282536,14031.39043
Nallur Rajathani,නල්ලූර් රාජතානිය,LK4133095,233.8832036,1169.416018,14032.99221
Nallur South,නල්ලූර් දකුණ,LK4133100,233.9098999,1169.549499,14034.59399
Nallura,නල්ලූර,LK6145105,233.9365962,1169.682981,14036.19577
Naluwela,නළුවෙල,LK9115215,233.9632925,1169.816463,14037.79755
Namadagaswewa,නමඩගස්වැව,LK3303085,233.9899889,1169.949944,14039.39933
Namalgamuwa,නාමල්ගමුව,LK7163005,234.0166852,1170.083426,14041.00111
Namaloya Colony,නාමල්ඔය ජනපදය,LK8206100,234.0433815,1170.216908,14042.60289
Namaloya I,නාමල්ඔය I (උස්බිම),LK5215110,234.0700779,1170.350389,14044.20467
Namaloya Ii,නාමල්ඔය II,LK5215090,234.0967742,1170.483871,14045.80645
Namaltenna,කදන්හේන බටහිර,LK2103065,234.1234705,1170.617353,14047.40823
Namalthalawa,නාමල්තලාව,LK5215085,234.1501669,1170.750834,14049.01001
Namaluwa,නාමළුව,LK1230495,234.1768632,1170.884316,14050.61179
Namalwatta,නාමල්වත්ත,LK5312040,234.2035595,1171.017798,14052.21357
Namalwewa,නාමල්වැව,LK7130070,234.2302558,1171.151279,14053.81535
Namandagala,නමඳගල,LK2124290,234.2569522,1171.284761,14055.41713
Namaneliya,නමනැලිය,LK3325045,234.2836485,1171.418242,14057.01891
Nambadaluwa East,නම්බාදළුව නැගෙනහි,LK1227200,234.3103448,1171.551724,14058.62069
Nambadaluwa West,නම්බාදළුව බටහිර,LK1227195,234.3370412,1171.685206,14060.22247
Nambapana,නම්බපාන,LK1310075,234.3637375,1171.818687,14061.82425
Nambara Atta,නාඹරඅත්ත,LK3130030,234.3904338,1171.952169,14063.42603
Nambuluwa,නාඹුළුව,LK9139050,234.4171301,1172.085651,14065.02781
Namburukanda,නාඹුරුකන්ද,LK3215110,234.4438265,1172.219132,14066.62959
Naminigama,නාමිනිගම,LK2227135,234.4705228,1172.352614,14068.23137
Naminioya,නාමිනිඔය,LK2227115,234.4972191,1172.486096,14069.83315
Nammuwawa,නම්මුවාව,LK6118095,234.5239155,1172.619577,14071.43493
Nampamunuwa,නාම්පමුණුව,LK1136200,234.5506118,1172.753059,14073.03671
Namunukula,නමුණුකුල,LK8136155,234.5773081,1172.886541,14074.63849
Nanathota Palatha,නානතොටපළාත,LK3106010,234.6040044,1173.020022,14076.24027
Nanattan,නානාට්ටාන්,LK4212095,234.6307008,1173.153504,14077.84205
Nandanagama,නන්දනගම,LK9151080,234.6573971,1173.286986,14079.44383
Nandarama Pedesa,නන්දාරාම පෙදෙස,LK1230225,234.6840934,1173.420467,14081.04561
Nandimithrapura,නන්දිමිත්‍රපුර,LK6227065,234.7107898,1173.553949,14082.64739
Nandoowa,නාන්දූව,LK1321070,234.7374861,1173.68743,14084.24917
Nangalla,නාන්ගල්ල,LK9218045,234.7641824,1173.820912,14085.85095
Nankadawara,නාන්කඩවර,LK6236075,234.7908788,1173.954394,14087.45273
Nankurugama,නාන්කූරුගම,LK9206165,234.8175751,1174.087875,14089.05451
Nannapurawa,නන්නපුරාව,LK8209050,234.8442714,1174.221357,14090.65628
Nanumillawewa,නානුමිල්ලෑව,LK7124140,234.8709677,1174.354839,14092.25806
Nanuoya,නානුඔය,LK2312155,234.8976641,1174.48832,14093.85984
Naotunna,නාඔටුන්න,LK3245060,234.9243604,1174.621802,14095.46162
Naotunna Central,නාඔටුන්න මධ්‍යම,LK3245085,234.9510567,1174.755284,14097.0634
Naotunna North,නාඔටුන්න උතුර,LK3245065,234.9777531,1174.888765,14098.66518
Naotunna South,නාඔටුන්න දකුණ,LK3245090,235.0044494,1175.022247,14100.26696
Napagoda,නාපා‍‍ගොඩ,LK1227090,235.0311457,1175.155729,14101.86874
Napana,නාපාන,LK2112205,235.057842,1175.28921,14103.47052
Napatawela,නාපටවල,LK2309335,235.0845384,1175.422692,14105.0723
Napathella,නාපත්ඇල්ල,LK3209175,235.1112347,1175.556174,14106.67408
Napawala,නාපාවල,LK9103070,235.137931,1175.689655,14108.27586
Napawala,නාපාවල,LK9230070,235.1646274,1175.823137,14109.87764
Nape,නාපේ,LK3106050,235.1913237,1175.956618,14111.47942
Nape,නාපේ,LK3224070,235.21802,1176.0901,14113.0812
Nape,නාපේ,LK8212005,235.2447164,1176.223582,14114.68298
Nape,නාපේ,LK9218125,235.2714127,1176.357063,14116.28476
Naradda,නාරද්ද,LK3233055,235.298109,1176.490545,14117.88654
Narahenpita,නාරාහේන්පිට,LK1127055,235.3248053,1176.624027,14119.48832
Narakkalliya,නාරක්කල්ලිය,LK6203125,235.3515017,1176.757508,14121.0901
Naramana,නරමාන,LK6136120,235.378198,1176.89099,14122.69188
Narammala,නාරම්මල,LK6181070,235.4048943,1177.024472,14124.29366
Narampitiya,නාරංපිටිය,LK1303290,235.4315907,1177.157953,14125.89544
Narampola,නාරම්පොල,LK1230505,235.458287,1177.291435,14127.49722
Narampola,නාරම්පොල,LK6157025,235.4849833,1177.424917,14129.099
Naranbedda East,නාරන්බැද්ද නැගෙනහ,LK9203285,235.5116796,1177.558398,14130.70078
Naranbedda West,නාරන්බැද්ද,LK9203290,235.538376,1177.69188,14132.30256
Narandeniya East,නාරංදෙනිය නැගෙනහි,LK3227035,235.5650723,1177.825362,14133.90434
Narandeniya West,නාරංදෙනිය බටහිර,LK3227040,235.5917686,1177.958843,14135.50612
Narangala,නාරංගල,LK3236090,235.618465,1178.092325,14137.1079
Narangala,නාරංගල,LK8112130,235.6451613,1178.225806,14138.70968
Narangala,නාරංගල,LK9209200,235.6718576,1178.359288,14140.31146
Narangala,නාරංගල,LK9224100,235.6985539,1178.49277,14141.91324
Narangalla,නාරංගල්ල,LK6172280,235.7252503,1178.626251,14143.51502
Narangallegama,නාරංගල්ලේගම,LK7160095,235.7519466,1178.759733,14145.1168
Narangammana,නාරංගම්මන,LK9209080,235.7786429,1178.893215,14146.71858
Narangamuwa,නාරංගමුව,LK2218005,235.8053393,1179.026696,14148.32036
Narangamuwa,නාරංගමුව,LK2224180,235.8320356,1179.160178,14149.92214
Narangamuwa,නාරංගමුව,LK6178430,235.8587319,1179.29366,14151.52392
Narangaskumbura,නාරංගස්කුඹුර,LK2133385,235.8854283,1179.427141,14153.1257
Narangaspitiya,නාරංගස්පිටිය,LK2134060,235.9121246,1179.560623,14154.72747
Narangasthenna,නාරංගස්තැන්න,LK2145200,235.9388209,1179.694105,14156.32925
Narangaswewa,නාරංගස්වැව,LK7166115,235.9655172,1179.827586,14157.93103
Narangoda,නාරංගොඩ,LK2133115,235.9922136,1179.961068,14159.53281
Narangoda,නාරංගොඩ,LK9124020,236.0189099,1180.094549,14161.13459
Narangoda,නාරංගොඩ,LK9215155,236.0456062,1180.228031,14162.73637
Narangoda North,නාරංගොඩ උතුර,LK6178095,236.0723026,1180.361513,14164.33815
Narangoda South,නාරංගොඩ දකුණ,LK6178090,236.0989989,1180.494994,14165.93993
Narangodapaluwa East,නාරංගොඩපාළුව නැගෙ,LK1221260,236.1256952,1180.628476,14167.54171
Narangodapaluwa West,නාරංගොඩපාළුව බටහි,LK1221255,236.1523915,1180.761958,14169.14349
Narangolla,නාරංගොල්ල,LK2221075,236.1790879,1180.895439,14170.74527
Naranovita,නාරංඕවිට,LK3115090,236.2057842,1181.028921,14172.34705
Naranpanawa East,නාරම්පනාව නැගෙනහි,LK2127070,236.2324805,1181.162403,14173.94883
Naranpanawa West,නාරම්පනාව බටහිර,LK2127010,236.2591769,1181.295884,14175.55061
Naranthalawa,නාරන්තලාව,LK2309110,236.2858732,1181.429366,14177.15239
Naranthanai,නාරඳනෙයි,LK4103050,236.3125695,1181.562848,14178.75417
Naranthanai North,නාරඳනෙයි උතුර,LK4103045,236.3392659,1181.696329,14180.35595
Naranthanai North West,නාරඳනෙයි වයඹ,LK4103040,236.3659622,1181.829811,14181.95773
Naranthanai South,නාරඳනෙයි දකුණ,LK4103055,236.3926585,1181.963293,14183.55951
Naranvita,නාරංවිට,LK2142080,236.4193548,1182.096774,14185.16129
Naranwala,නාරංවල,LK1233195,236.4460512,1182.230256,14186.76307
Naranwala,නාරංවල,LK2103200,236.4727475,1182.363737,14188.36485
Naranwala,නාරංවල,LK2139270,236.4994438,1182.497219,14189.96663
Naranwala South,නාරංවල දකුණ,LK1233190,236.5261402,1182.630701,14191.56841
Naranwatta,නාරංවත්ත,LK8218150,236.5528365,1182.764182,14193.17019
Naravila,නාරවිල,LK1330070,236.5795328,1182.897664,14194.77197
Naravila,නාරවිල,LK6242120,236.6062291,1183.031146,14196.37375
Narawala,නරාවල,LK3142030,236.6329255,1183.164627,14197.97553
Narawelpita East,නරවැල්පිට නැගෙනහි,LK3230065,236.6596218,1183.298109,14199.57731
Narawelpita North,නරවැල්පිට උතුර,LK3230070,236.6863181,1183.431591,14201.17909
Narawelpita South,නරවැල්පිට දකුණ,LK3230085,236.7130145,1183.565072,14202.78087
Narawelpita West,නරවැල්පිට බටහිර,LK3230170,236.7397108,1183.698554,14204.38265
Narigama,නාරිගම,LK3136255,236.7664071,1183.832036,14205.98443
Narigama Wellabada,නාරිගම වැල්ලබඩ,LK3136250,236.7931034,1183.965517,14207.58621
Narippulthoddam,නරිපුල් තෝට්ටම්,LK5121005,236.8197998,1184.098999,14209.18799
Nariyagama North,නරියාගම උතුර,LK6233025,236.8464961,1184.232481,14210.78977
Nariyagama South,නරියාගම දකුණ,LK6233050,236.8731924,1184.365962,14212.39155
Nariyamulla,නරියමුල්ල,LK1209410,236.8998888,1184.499444,14213.99333
Narthanagala,නර්තනගල,LK1309275,236.9265851,1184.632925,14215.59511
Naruvilikkulam,නරුවිලික්කුලම්,LK4212025,236.9532814,1184.766407,14217.19689
Nasivanthivu,නාසිවන්තීව්,LK5109005,236.9799778,1184.899889,14218.79867
Nathagane,නාථගනේ,LK6149035,237.0066741,1185.03337,14220.40044
Nathuduwa,නාතුඩුව,LK1233445,237.0333704,1185.166852,14222.00222
Nathuduwa West,නාතුඩුව බටහිර,LK1233455,237.0600667,1185.300334,14223.604
Nathuwala,නතුවල,LK3327070,237.0867631,1185.433815,14225.20578
Natpiddimunai Md 01,නට්පිට්ටිමුනේ 01 (MD),LK5221056,237.1134594,1185.567297,14226.80756
Natpiddimunai Md 02,නට්පිට්ටිමුනේ 02 (MD),LK5221051,237.1401557,1185.700779,14228.40934
Natpiddimunai Md 03,නට්පිට්ටිමුනේ 03 (MD),LK5221046,237.1668521,1185.83426,14230.01112
Natpiddimunai Md 04,නට්පිට්ටිමුනේ 04 (MD),LK5221066,237.1935484,1185.967742,14231.6129
Natpiddimunai Md 05,නට්පිට්ටිමුනේ 05 (MD),LK5221061,237.2202447,1186.101224,14233.21468
Natpiddimunai Td 01,නට්පිට්ටිමුනේ 01 (TD),LK5221100,237.246941,1186.234705,14234.81646
Natpiddimunai Td 02,නට්පිට්ටිමුනේ 02 (TD),LK5221095,237.2736374,1186.368187,14236.41824
Natpiddimunai Td 03,නට්පිට්ටිමුනේ 03 (TD),LK5221090,237.3003337,1186.501669,14238.02002
Nattambura,නත්තඹුර,LK9203055,237.32703,1186.63515,14239.6218
Nattarampotha,නත්තරම්පොත,LK2127350,237.3537264,1186.768632,14241.22358
Nattewela,නාත්තෙවෙල,LK3127325,237.3804227,1186.902113,14242.82536
Naula,නාඋල,LK2209100,237.407119,1187.035595,14244.42714
Navagaha Ela,නවගහ ඇළ,LK7212145,237.4338154,1187.169077,14246.02892
Navagrinagar,නවගිරිනගර්,LK5133075,237.4605117,1187.302558,14247.6307
Navakkulama,නාවක්කුලම,LK7139145,237.487208,1187.43604,14249.23248
Navakkulama,නාවක්කුලම,LK7154005,237.5139043,1187.569522,14250.83426
Navalady,නාවලඩි,LK5118010,237.5406007,1187.703003,14252.43604
Navali East,නවාලි නැගෙනහිර,LK4109035,237.567297,1187.836485,14254.03782
Navali North,නවාලි උතුර,LK4109030,237.5939933,1187.969967,14255.6396
Navali South,නවාලි දකුණ,LK4109040,237.6206897,1188.103448,14257.24138
Navanthurai North,නාවාන්තුරේ උතුර,LK4136125,237.647386,1188.23693,14258.84316
Navanthurai South,නාවාන්තුරේ දකුණ,LK4136120,237.6740823,1188.370412,14260.44494
Navarathnapuram,නවරත්නපුරම්,LK5327015,237.7007786,1188.503893,14262.04672
Navatkadu,නාවට්කාඩු,LK4130255,237.727475,1188.637375,14263.6485
Navatkadu,නාවට්කාඩු,LK5239080,237.7541713,1188.770857,14265.25028
Navatkernikadu,නාවක්කර්ණිකා‍ඩු,LK5330040,237.7808676,1188.904338,14266.85206
Navatkudah,නාවක්කුඩා,LK5118220,237.807564,1189.03782,14268.45384
Navatkudah East,නාවක්කුඩා නැගෙනහි,LK5118225,237.8342603,1189.171301,14270.05562
Navatkudah South,නාවක්කුඩා දකුණ,LK5118230,237.8609566,1189.304783,14271.6574
Navatkuli East,නාවට්කුලි නැගෙනහි,LK4130040,237.8876529,1189.438265,14273.25918
Navatkuli West,නාවට්කුලි බටහිර,LK4130035,237.9143493,1189.571746,14274.86096
Navimana North,නාවිමන උතුර,LK3242045,237.9410456,1189.705228,14276.46274
Navimana South,නාවිමන දකුණ,LK3242055,237.9677419,1189.83871,14278.06452
Navinna,නාවින්න,LK1121190,237.9944383,1189.972191,14279.6663
Navinna,නාවින්න,LK3142190,238.0211346,1190.105673,14281.26808
Navithanveli 01,නවිදන්වේලි 1,LK5216095,238.0478309,1190.239155,14282.86986
Navithanveli 02,නවිදන්වේලි 2,LK5216080,238.0745273,1190.372636,14284.47164
Navodagama,නවෝදාගම,LK7112070,238.1012236,1190.506118,14286.07341
Navulla,නාවුල්ල,LK8136025,238.1279199,1190.6396,14287.67519
Navuttuduwa,නවුත්තුඩුව,LK1330105,238.1546162,1190.773081,14289.27697
Nawa Elpitiya North,නව ඇල්පිටිය උතුර,LK2139425,238.1813126,1190.906563,14290.87875
Nawa Elpitiya South,නව ඇල්පිටිය දකුණ,LK2139555,238.2080089,1191.040044,14292.48053
Nawa Gurukele,නව ගුරුකැලේ,LK2142035,238.2347052,1191.173526,14294.08231
Nawa Hanguranketha,නව හඟුරන්කෙත,LK7148025,238.2614016,1191.307008,14295.68409
Nawa Kadadora,නව කඩදොර,LK2303045,238.2880979,1191.440489,14297.28587
Nawa Medagama,නවමැදගම,LK5203060,238.3147942,1191.573971,14298.88765
Nawa Morape,නව මොරපෙ,LK2303040,238.3414905,1191.707453,14300.48943
Nawa Nillamba,නවනිල්ලඹ,LK2142045,238.3681869,1191.840934,14302.09121
Nawa Peradeniya,නව පේරාදෙණිය,LK2139415,238.3948832,1191.974416,14303.69299
Nawa Pothubowa,නව පොතුබෝව,LK6160120,238.4215795,1192.107898,14305.29477
Nawadagala,නවදගල,LK3112140,238.4482759,1192.241379,14306.89655
Nawadankulama,නවදන්කුලම,LK6218095,238.4749722,1192.374861,14308.49833
Nawadevita,නවදේවිට,LK2151195,238.5016685,1192.508343,14310.10011
Nawagajabapura,නව ගජබාපුර ගම්මානය,LK4418030,238.5283648,1192.641824,14311.70189
Nawagama,නවගම,LK3133135,238.5550612,1192.775306,14313.30367
Nawagampura,නවගම්පුර,LK1103085,238.5817575,1192.908788,14314.90545
Nawagampura,නවගම්පුර,LK5215030,238.6084538,1193.042269,14316.50723
Nawagamuwa,නවගමුව,LK1109040,238.6351502,1193.175751,14318.10901
Nawagamuwa,නවගමුව,LK1227085,238.6618465,1193.309232,14319.71079
Nawagamuwa,නවගමුව,LK9215065,238.6885428,1193.442714,14321.31257
Nawagamuwa South,නවගමුව දකුණ,LK1109085,238.7152392,1193.576196,14322.91435
Nawagatta,නවගත්ත,LK6149125,238.7419355,1193.709677,14324.51613
Nawagiriyawa,නවගිරියාව,LK5212060,238.7686318,1193.843159,14326.11791
Nawakkaduwa,නාවක්කාඩුව,LK6203135,238.7953281,1193.976641,14327.71969
Nawala,නාවල,LK3148005,238.8220245,1194.110122,14329.32147
Nawala East,නාවල නැගෙනහිර,LK1124065,238.8487208,1194.243604,14330.92325
Nawala West,නාවල බටහිර,LK1124030,238.8754171,1194.377086,14332.52503
Nawalagoda,නාවලගොඩ,LK3218085,238.9021135,1194.510567,14334.12681
Nawalahena,නාවලහේන,LK3206100,238.9288098,1194.644049,14335.72859
Nawalamulla,නාවලමුල්ල,LK1112035,238.9555061,1194.777531,14337.33037
Nawalapitiya East,නාවලපිටිය නැගෙනහි,LK2157070,238.9822024,1194.911012,14338.93215
Nawalapitiya North,නාවලපිටිය උතුර,LK2157060,239.0088988,1195.044494,14340.53393
Nawalapitiya South,නාවලපිටිය දකුණ,LK2157055,239.0355951,1195.177976,14342.13571
Nawalapitiya West,නාවලපිටිය බටහිර,LK2157065,239.0622914,1195.311457,14343.73749
Nawana,නාවාන,LK6115135,239.0889878,1195.444939,14345.33927
Nawana East,නාවාන නැගෙනහිර,LK1209405,239.1156841,1195.57842,14346.94105
Nawana West,නාවාන බටහිර,LK1209250,239.1423804,1195.711902,14348.54283
Nawanagala,නවනගල,LK2118145,239.1690768,1195.845384,14350.14461
Nawaneliya,නවනැලිය,LK2148120,239.1957731,1195.978865,14351.74638
Nawangama,නවන්ගම,LK2303200,239.2224694,1196.112347,14353.34816
Nawarathnagoda,නවරත්නගොඩ,LK2233125,239.2491657,1196.245829,14354.94994
Nawasenapura,නවසේනපුර,LK7210055,239.2758621,1196.37931,14356.55172
Nawasigahawatta,නවසිගහවත්ත,LK6175190,239.3025584,1196.512792,14358.1535
Nawata,නවට,LK9227115,239.3292547,1196.646274,14359.75528
Nawathalwatta,නවතල්වත්ත,LK6184260,239.3559511,1196.779755,14361.35706
Nawatkiri,නාවට්කිරි,LK4118095,239.3826474,1196.913237,14362.95884
Nawayalathenna,නවයාලතැන්න,LK2112235,239.4093437,1197.046719,14364.56062
Nawela,නාවෙල,LK8130185,239.43604,1197.1802,14366.1624
Nawela East,නාවෙල නැගෙනහිර,LK8136055,239.4627364,1197.313682,14367.76418
Nawela West,නාවෙල බටහිර,LK8136060,239.4894327,1197.447164,14369.36596
Nayabedda Estate,නායබැද්ද වත්ත,LK8133175,239.516129,1197.580645,14370.96774
Nayakakanda North,නායකකන්ද උතුර,LK1218165,239.5428254,1197.714127,14372.56952
Nayakakanda South,නායකකන්ද දකුණ,LK1218195,239.5695217,1197.847608,14374.1713
Nayakawatta,නායකවත්ත,LK3330270,239.596218,1197.98109,14375.77308
Nayakumbura,නයාකුඹුර,LK2206295,239.6229143,1198.114572,14377.37486
Nayapamula,නයාපාමුල,LK3127030,239.6496107,1198.248053,14378.97664
Nayapana,නයාපාන,LK2303025,239.676307,1198.381535,14380.57842
Nebada,නෑබඩ,LK1327040,239.7030033,1198.515017,14382.1802
Nebada West,නෑබඩ බටහිර,LK1327045,239.7296997,1198.648498,14383.78198
Nebadagahayaya,නැබඩගහයාය,LK6242195,239.756396,1198.78198,14385.38376
Nebadawathura,නැබඩවතුර,LK6184240,239.7830923,1198.915462,14386.98554
Nedagamuwa North,නැදගමුව උතුර,LK1215540,239.8097887,1199.048943,14388.58732
Nedagamuwa South,නැදගමුව දකුණ,LK1215545,239.836485,1199.182425,14390.1891
Nedagamuwa West,නැදගමුව බටහිර,LK1215550,239.8631813,1199.315907,14391.79088
Nedalagamuwa North,නැදලගමුව උතුර,LK6178120,239.8898776,1199.449388,14393.39266
Nedalagamuwa South,නැදලගමුව දකුණ,LK6178125,239.916574,1199.58287,14394.99444
Nedigamvila,නැදිගම්විල,LK3309200,239.9432703,1199.716352,14396.59622
Nedimala,නැදිමාල,LK1130055,239.9699666,1199.849833,14398.198
Nediyamadu,නෙඩියමඩු,LK5121055,239.996663,1199.983315,14399.79978
Neduna,නැදුන,LK1224235,240.0233593,1200.116796,14401.40156
Nedungamuwa,නැදුන්ගමුව,LK1224480,240.0500556,1200.250278,14403.00334
Nedungamuwa,නැදුන්ගමුව,LK8130175,240.0767519,1200.38376,14404.60512
Nedungolla,නැදුන්ගොල්ල,LK1230220,240.1034483,1200.517241,14406.2069
Nedungolla South,නැදුන්ගොල්ල දකුණ,LK1230215,240.1301446,1200.650723,14407.80868
Nedunkandal,නෙඩුන්කණ්ඩල්,LK4206130,240.1568409,1200.784205,14409.41046
Nedunkerny North,නෙඩුන්කර්ණි උතුර,LK4303035,240.1835373,1200.917686,14411.01224
Nedunkerny South,නෙඩුන්කර්ණි දකුණ,LK4303030,240.2102336,1201.051168,14412.61402
Nedunkulam,නෙඩුංකුලම්,LK4136005,240.2369299,1201.18465,14414.2158
Nedunkulam,නෙඩුන්කුලම,LK4306070,240.2636263,1201.318131,14415.81758
Nedurana,නැදුරන,LK9103190,240.2903226,1201.451613,14417.41935
Nedurupitiya,නෑදුරුපිටිය,LK1221165,240.3170189,1201.585095,14419.02113
Neekiniyawa,නීකිණියාව,LK7154140,240.3437152,1201.718576,14420.62291
Neelamahara North,නීලම්මහර උතුර,LK1233105,240.3704116,1201.852058,14422.22469
Neelamahara South,නීලම්මහර දකුණ,LK1233110,240.3971079,1201.985539,14423.82647
Neelammahara,නීලම්මහර,LK1136070,240.4238042,1202.119021,14425.42825
Neelapola,නීලපොල,LK5330005,240.4505006,1202.252503,14427.03003
Neelasenai,නීලසෙනෛ,LK4203210,240.4771969,1202.385984,14428.63181
Neelawa Bedda,නීලවබැද්ද,LK8206150,240.5038932,1202.519466,14430.23359
Neelawala,නීලවල,LK2145365,240.5305895,1202.652948,14431.83537
Neerammulla,නීරම්මුල්ල,LK6130060,240.5572859,1202.786429,14433.43715
Neeravippiddy East,නීරවිප්පිඩි නැගෙන,LK4415185,240.5839822,1202.919911,14435.03893
Neeravippiddy West,නීරවිප්පිඩි බටහිර,LK4415190,240.6106785,1203.053393,14436.64071
Neeraviya,නීරාවිය,LK6133080,240.6373749,1203.186874,14438.24249
Neerella,නීරැල්ල,LK2109085,240.6640712,1203.320356,14439.84427
Neervely North,නීර්වේලි උතුර,LK4118065,240.6907675,1203.453838,14441.44605
Neervely South,නීර්වේලි දකුණ,LK4118060,240.7174638,1203.587319,14443.04783
Neervely West,නීර්වේලි බටහිර,LK4118070,240.7441602,1203.720801,14444.64961
Negama,නෑගම,LK7163120,240.7708565,1203.854283,14446.25139
Nehiniwela,නැහිනිවෙල,LK2145025,240.7975528,1203.987764,14447.85317
Nehinna,නෑහින්න,LK1327145,240.8242492,1204.121246,14449.45495
Neithalnagar,නෙයිදල්නගර්,LK5327095,240.8509455,1204.254727,14451.05673
Nekathi Kumbukwewa,නැකති කුඹුක්වැව,LK6112135,240.8776418,1204.388209,14452.65851
Neketta,නැකැත්ත,LK6130160,240.9043382,1204.521691,14454.26029
Nekutunu Wewa,නෙකුටුනුවැව,LK7121195,240.9310345,1204.655172,14455.86207
Nelaulla,නැලවුල්ල,LK6163440,240.9577308,1204.788654,14457.46385
Nelawa,නැලව,LK6133070,240.9844271,1204.922136,14459.06563
Nelawagama,නැලවගම,LK7139115,241.0111235,1205.055617,14460.66741
Nelbegama,නෙල්බෑගම,LK7154220,241.0378198,1205.189099,14462.26919
Nelibewa,නෙලිබෑව,LK6148090,241.0645161,1205.322581,14463.87097
Neligama,නැලිගම,LK1233365,241.0912125,1205.456062,14465.47275
Neligama,පහළ නැලිගම,LK1212230,241.1179088,1205.589544,14467.07453
Neligama Central,නැලිගම මධ්‍යම,LK1212225,241.1446051,1205.723026,14468.67631
Neligama Ihala,ඉහළ නැලිගම,LK1212220,241.1713014,1205.856507,14470.27809
Nelliaddy,නෙල්ළියඩි,LK4121145,241.1979978,1205.989989,14471.87987
Nelliaddy East,නෙල්ළියඩි නැගෙනහි,LK4121150,241.2246941,1206.123471,14473.48165
Nelliaddy North,නෙල්ළියඩි උතුර,LK4121140,241.2513904,1206.256952,14475.08343
Nellikkadu,නෙල්ලික්කාඩු,LK5133090,241.2780868,1206.390434,14476.68521
Nelliya,නෙල්ලිය,LK6130015,241.3047831,1206.523915,14478.28699
Nelliya,නෙල්ලිය,LK6136050,241.3314794,1206.657397,14479.88877
Nelliyadda,නෙල්ලියද්ද,LK8206005,241.3581758,1206.790879,14481.49055
Nelliyagama,නෙල්ලියගම,LK7166005,241.3848721,1206.92436,14483.09232
Neludanda,නෙළුදණ්ඩ,LK8124125,241.4115684,1207.057842,14484.6941
Nelugollakada,නෙලුගොල්ලාකඩ,LK7121185,241.4382647,1207.191324,14486.29588
Nelukkulam,නෙලුක්කුලම්,LK4309090,241.4649611,1207.324805,14487.89766
Nelumdeniya,නෙළුන්දෙනිය,LK9218140,241.4916574,1207.458287,14489.49944
Nelumkanniya,නෙළුන්කන්නිය,LK7133025,241.5183537,1207.591769,14491.10122
Nelumpathgama,නෙළුම්පත්ගම,LK6133155,241.5450501,1207.72525,14492.703
Nelumpathwewa,නෙළුම්පත්වැව,LK6112035,241.5717464,1207.858732,14494.30478
Nelumpokuna,නෙළුම්පොකුණ,LK6236235,241.5984427,1207.992214,14495.90656
Nelumpokuna,නෙළුම්පොකුණ,LK7206175,241.625139,1208.125695,14497.50834
Nelumpura,නෙඵම්පුර,LK7209035,241.6518354,1208.259177,14499.11012
Nelumvila,නෙළුම්විල,LK7112015,241.6785317,1208.392659,14500.7119
Nelumvila,නෙළුම්විල,LK7215185,241.705228,1208.52614,14502.31368
Nelumwewa,නෙළුම්වැව,LK6215020,241.7319244,1208.659622,14503.91546
Nelumwewa,නෙළුම්වැව,LK7210140,241.7586207,1208.793103,14505.51724
Nelunkanuwa,නෙළුම්කනුව,LK6149080,241.785317,1208.926585,14507.11902
Neluwa,නෙළුව,LK3121065,241.8120133,1209.060067,14508.7208
Neluwa,නෙළුව,LK8124240,241.8387097,1209.193548,14510.32258
Neluwagala,නෙළුවගල,LK8221070,241.865406,1209.32703,14511.92436
Neluwakanda,නෙළුවාකන්ද,LK2230220,241.8921023,1209.460512,14513.52614
Neluwakkana,නෙළුවක්කන,LK9224085,241.9187987,1209.593993,14515.12792
Neluwathukanda,නෙලුවතුකන්ද,LK9227100,241.945495,1209.727475,14516.7297
Neluwattuduwa,නෙළුවත්තුඩුව,LK1115260,241.9721913,1209.860957,14518.33148
Neluyaya,නෙළුයාය,LK9118080,241.9988877,1209.994438,14519.93326
Nembilikumbura,නැඹිලිකුඹුර,LK6130370,242.025584,1210.12792,14521.53504
